Player Name ,ODI Year : Run,Total Carrier Runs
Junaid Khan,"year 2011: Run 2
year 2012: Run 0
year 2013: Run 46
year 2014: Run 3
year 2015: Run 9
year 2017: Run 0
year 2018: Run 3
year 2019: Run 5
",68
Junaid Zia,"year 2003: Run 2*
",2
Kabir Khan,"year 1994: Run -
year 1997: Run 2
year 1998: Run 5
year 2000: Run 3
",10
Kamran Akmal,"year 2002: Run 141
year 2003: Run 26
year 2004: Run -
year 2005: Run 569
year 2006: Run 340
year 2007: Run 293
year 2008: Run 342
year 2009: Run 509
year 2010: Run 357
year 2011: Run 347
year 2012: Run 6
year 2013: Run 238
year 2017: Run 68
",3236
Kamran Hussain,"year 2008: Run 28*
",28
Kashif Raza,"year 2001: Run 2*
",2
Khalid Latif,"year 2008: Run 19
year 2009: Run 128
year 2010: Run 0
",147
Khurram Manzoor,"year 2008: Run 69
year 2009: Run 83
",236
Liaqat Ali,"year 1977: Run -
year 1978: Run 7
",7
Mahmood Hamid,"year 1995: Run 1
",1
Majid Khan,"year 1973: Run 8
year 1974: Run 109
year 1975: Run 209
year 1976: Run 20
year 1977: Run 23
year 1978: Run 87
year 1979: Run 150
year 1980: Run 66
year 1981: Run 76
year 1982: Run 38
",786
Mansoor Akhtar,"year 1980: Run 24
year 1981: Run 14
year 1982: Run 170
year 1983: Run 9
year 1984: Run 181
year 1987: Run 132
year 1989: Run 31
year 1990: Run 32
",593
Mansoor Amjad,"year 2008: Run 5
",5
Mansoor Rana,"year 1990: Run 10
",15
Manzoor Akhtar,"year 1997: Run 44
year 1998: Run 39
",97
Manzoor Elahi,"year 1984: Run 114
year 1985: Run 9
year 1986: Run 210
year 1987: Run 263
year 1988: Run 86
year 1990: Run 17
year 1994: Run 8
year 1995: Run 34
",741
Maqsood Rana,"year 1990: Run 5
",5
Masood Iqbal,"year 1984: Run 2
",2
Misbah-ul-Haq,"year 2002: Run 215
year 2003: Run 67
year 2004: Run 23
year 2007: Run 272
year 2008: Run 646
year 2009: Run 300
year 2010: Run 31
year 2011: Run 964
year 2012: Run 493
year 2013: Run 1373
year 2014: Run 285
year 2015: Run 453
",5122
Mohammad Abbas,"year 2019: Run -
",-
Mohammad Akram,"year 1995: Run 8
year 1996: Run 3
year 1997: Run 2
year 1998: Run 0
year 1999: Run -
year 2000: Run 1
",14
Mohammad Amir,"year 2009: Run 155
year 2010: Run 12
year 2016: Run 68
year 2017: Run 71
year 2018: Run 40
year 2019: Run 6
",352
Mohammad Asif,"year 2005: Run -
year 2006: Run 13
year 2007: Run 15
year 2008: Run 5
year 2009: Run -
year 2010: Run 1
",34
Mohammad Hafeez,"year 2003: Run 419
year 2005: Run 124
year 2006: Run 255
year 2007: Run 76
year 2010: Run 370
year 2011: Run 1075
year 2012: Run 476
year 2013: Run 1301
year 2014: Run 360
year 2015: Run 782
year 2016: Run 166
year 2017: Run 555
year 2018: Run 194
year 2019: Run 208
",6361
Mohammad Hasnain,"year 2019: Run 28
",28
Mohammad Hussain,"year 1997: Run 18*
year 1998: Run 31*
",154
Mohammad Irfan,"year 2010: Run 3
year 2012: Run -
year 2013: Run 18
year 2014: Run 18
year 2015: Run 9
year 2016: Run 0
",48
Mohammad Khalil,"year 2005: Run 0*
",0
Mohammad Nawaz,"year 2016: Run 142
year 2017: Run 1
year 2018: Run 56
",199
Mohammad Nazir,"year 1980: Run 2
year 1983: Run 0
year 1984: Run 2
",4
Mohammad Rizwan,"year 2015: Run 332
year 2016: Run 77
year 2017: Run 51
year 2019: Run 245
",705
Mohammad Salman,"year 2011: Run 19*
",22
Mohammad Sami,"year 2001: Run 5
year 2002: Run 5
year 2003: Run 115
year 2004: Run 70
year 2005: Run 19
year 2006: Run 15
year 2007: Run 85
year 2012: Run -
year 2015: Run -
",314
Mohammad Talha,"year 2014: Run 0
",0
Mohammad Wasim,"year 1996: Run 89
year 1997: Run 296
year 1998: Run 114
year 2000: Run 44
",543
Mohammad Yousuf,"year 1998: Run 479
year 1999: Run 570
year 2000: Run 1161
year 2001: Run 588
year 2002: Run 1362
year 2003: Run 1168
year 2004: Run 768
year 2005: Run 885
year 2006: Run 627
year 2007: Run 1042
year 2008: Run 592
year 2009: Run 301
year 2010: Run 177
",9554
Mohammad Zahid,"year 1996: Run -
year 1997: Run 1
year 1998: Run 14
year 2002: Run -
",15
Mohsin Kamal,"year 1984: Run 5
year 1985: Run 5
year 1986: Run -
year 1987: Run 16
year 1988: Run -
year 1989: Run 1
",27
Mohsin Khan,"year 1977: Run 15
year 1978: Run 69
year 1981: Run 46
year 1982: Run 471
year 1983: Run 256
year 1984: Run 283
year 1985: Run 411
year 1986: Run 326
",1877
Moin-ul-Atiq,"year 1988: Run 105
year 1989: Run 8
",199
Moin Khan,"year 1990: Run 23
year 1991: Run 73
year 1992: Run 72
year 1994: Run -
year 1995: Run 109
year 1996: Run 386
year 1997: Run 643
year 1998: Run 378
year 1999: Run 523
year 2000: Run 544
year 2001: Run 102
year 2003: Run 59
year 2004: Run 354
",3266
Mudassar Nazar,"year 1977: Run 53
year 1978: Run 104
year 1979: Run 3
year 1980: Run 7
year 1981: Run 200
year 1982: Run 372
year 1983: Run 194
year 1984: Run 281
year 1985: Run 575
year 1986: Run 356
year 1987: Run 226
year 1988: Run 209
year 1989: Run 73
",2653
Mujahid Jamshed,"year 1997: Run 23
",27
Mushtaq Ahmed,"year 1989: Run 12
year 1990: Run 70
year 1991: Run 16
year 1992: Run 82
year 1993: Run 20
year 1994: Run 3
year 1995: Run 60
year 1996: Run 37
year 1997: Run 32
year 1998: Run 11
year 1999: Run -
year 2000: Run 56
year 2003: Run -
",399
Mushtaq Mohammad,"year 1973: Run 27
year 1974: Run 25
year 1975: Run 89
year 1976: Run 46
year 1978: Run 22
",209
Nadeem Ghauri,"year 1990: Run 7*
",14
Nadeem Khan,"year 1993: Run -
year 1995: Run 2
",2
Naeem Ahmed,"year 1978: Run 0*
",0
Naeem Ashraf,"year 1995: Run 16
",24
Najaf Shah,"year 2007: Run 0
",0
Naseer Malik,"year 1975: Run 0*
",0
Nasim-ul-Ghani,"year 1973: Run 1
",1
Nasir Jamshed,"year 2008: Run 343
year 2009: Run 10
year 2012: Run 462
year 2013: Run 568
year 2014: Run 30
year 2015: Run 5
",1418
Naumanullah,"year 2008: Run 5
",5
Naved-ul-Hasan,"year 2003: Run 13
year 2004: Run 40
year 2005: Run 157
year 2006: Run 112
year 2007: Run 37
year 2009: Run 89
year 2010: Run 76
",524
Naved Anjum,"year 1984: Run 61
year 1988: Run 27
year 1992: Run 25
",113
Naved Latif,"year 2001: Run 143
year 2002: Run 112
year 2003: Run 7
",262
Pervez Mir,"year 1975: Run 8
year 1977: Run 18
",26
Qasim Umar,"year 1983: Run 5
year 1984: Run 275
year 1985: Run 193
year 1986: Run 49
year 1987: Run 120
",642
Rahat Ali,"year 2012: Run 0
year 2015: Run 8
year 2016: Run 0
",8
Rameez Raja,"year 1985: Run 620
year 1986: Run 397
year 1987: Run 837
year 1988: Run 419
year 1989: Run 567
year 1990: Run 423
year 1991: Run 240
year 1992: Run 865
year 1993: Run 547
year 1995: Run 342
year 1996: Run 139
year 1997: Run 445
",5841
Rashid Khan,"year 1980: Run 4
year 1982: Run -
year 1983: Run 9
year 1984: Run 72
year 1985: Run 25
",110
Rashid Latif,"year 1992: Run 118
year 1993: Run 152
year 1994: Run 190
year 1995: Run 58
year 1996: Run 146
year 1997: Run 15
year 1998: Run 69
year 2001: Run 169
year 2002: Run 435
year 2003: Run 357
",1709
Raza Hasan,"year 2014: Run 0
",0
Rizwan-uz-Zaman,"year 1981: Run 14
year 1986: Run 4
year 1987: Run 2
",20
Rizwan Ahmed,"year 2008: Run -
",-
Rumman Raees,"year 2017: Run 0
year 2018: Run 16
",27
Saadat Ali,"year 1984: Run 78*
",184
Saad Ali,"year 2019: Run 7
",11
Saad Nasim,"year 2015: Run 77*
",99
Sadiq Mohammad,"year 1973: Run 37
year 1974: Run 53
year 1975: Run 85
year 1976: Run 17
year 1977: Run 21
year 1978: Run 13
year 1979: Run 104
year 1980: Run 53
",383
Saeed Ajmal,"year 2008: Run 4
year 2009: Run 68
year 2010: Run 43
year 2011: Run 43
year 2012: Run 53
year 2013: Run 96
year 2014: Run 17
year 2015: Run 0
",324
Saeed Anwar,"year 1989: Run 100
year 1990: Run 673
year 1991: Run 1
year 1992: Run 6
year 1993: Run 724
year 1994: Run 846
year 1995: Run 190
year 1996: Run 1595
year 1997: Run 886
year 1998: Run 831
year 1999: Run 912
year 2000: Run 874
year 2001: Run 711
year 2002: Run 257
year 2003: Run 218
",8824
Saeed Azad,"year 1995: Run 19
year 1996: Run 31
",65
Sajid Ali,"year 1984: Run 16
year 1986: Run 17
year 1988: Run 17
year 1991: Run 33
year 1997: Run 47
",130
Sajjad Akbar,"year 1990: Run 5
",5
Saleem Altaf,"year 1973: Run 21
year 1977: Run 4
year 1978: Run -
",25
Saleem Elahi,"year 1995: Run 311
year 1996: Run 126
year 1997: Run 26
year 1998: Run 46
year 2000: Run 135
year 2001: Run 161
year 2002: Run 466
year 2003: Run 183
year 2004: Run 125
",1579
Saleem Jaffar,"year 1986: Run 2
year 1987: Run 17
year 1988: Run 4
year 1989: Run 13
year 1990: Run -
",36
Saleem Malik,"year 1982: Run 0
year 1983: Run 27
year 1984: Run 149
year 1985: Run 251
year 1986: Run 107
year 1987: Run 799
year 1988: Run 539
year 1989: Run 931
year 1990: Run 603
year 1991: Run 185
year 1992: Run 654
year 1993: Run 221
year 1994: Run 748
year 1995: Run 227
year 1996: Run 904
year 1997: Run 538
year 1998: Run 171
year 1999: Run 116
",7170
Saleem Pervez,"year 1980: Run 18
",18
Saleem Yousuf,"year 1982: Run -
year 1984: Run 1
year 1985: Run 8
year 1986: Run 76
year 1987: Run 191
year 1988: Run 137
year 1989: Run 28
year 1990: Run 327
",768
Salman Butt,"year 2004: Run 252
year 2005: Run 565
year 2006: Run 145
year 2007: Run 362
year 2008: Run 861
year 2009: Run 358
year 2010: Run 182
",2725
Samiullah Khan,"year 2008: Run -
",-
Sami Aslam,"year 2015: Run 45
year 2016: Run 24
",78
Saqlain Mushtaq,"year 1995: Run 30
year 1996: Run 132
year 1997: Run 182
year 1998: Run 71
year 1999: Run 94
year 2000: Run 109
year 2001: Run 32
year 2002: Run 44
year 2003: Run 17
",711
Sarfaraz Ahmed,"year 2007: Run -
year 2008: Run 26
year 2010: Run 6
year 2011: Run 55
year 2012: Run 85
year 2013: Run 29
year 2014: Run 254
year 2015: Run 551
year 2016: Run 492
year 2017: Run 152
year 2018: Run 244
year 2019: Run 234
",2128
Sarfraz Nawaz,"year 1973: Run 17
year 1974: Run -
year 1975: Run 0
year 1976: Run 0
year 1977: Run 2
year 1978: Run 34
year 1979: Run 12
year 1980: Run 8
year 1981: Run 39
year 1982: Run 31
year 1983: Run 53
year 1984: Run 25
",221
Shabbir Ahmed,"year 1999: Run -
year 2000: Run -
year 2003: Run 6
year 2004: Run 3
year 2005: Run 1
",10
Shadab Kabir,"year 1996: Run 0
",0
Shadab Khan,"year 2017: Run 52*
year 2018: Run 54
year 2019: Run 19
",294
Shafiq Ahmed,"year 1977: Run 29
year 1978: Run 3
",41
Shaheen Shah Afridi,"year 2018: Run 14*
year 2019: Run 19*
",41
Shahid Afridi,"year 1996: Run 288
year 1997: Run 867
year 1998: Run 449
year 1999: Run 465
year 2000: Run 604
year 2001: Run 455
year 2002: Run 743
year 2003: Run 16
year 2004: Run 238
year 2005: Run 640
year 2006: Run 115
year 2007: Run 359
year 2008: Run 278
year 2009: Run 313
year 2010: Run 601
year 2011: Run 462
year 2012: Run 182
year 2013: Run 441
year 2014: Run 354
year 2015: Run 194
",8027
Shahid Anwar,"year 1996: Run 37
",37
Shahid Mahboob,"year 1982: Run -
year 1983: Run 100
year 1984: Run 19
",119
Shahid Nazir,"year 1996: Run 17
year 1997: Run 8
year 1999: Run -
year 2000: Run 0
",25
Shahid Saeed,"year 1989: Run 106
year 1992: Run 31
year 1993: Run 4
",141
Shahzaib Hasan,"year 2010: Run 50
",100
Shakeel Ahmed,"year 1995: Run 36
",61
Shakeel Khan,"year 1987: Run 0
",0
Shan Masood,"year 2019: Run 50
",111
Sharjeel Khan,"year 2013: Run 101
year 2014: Run 93
year 2016: Run 368
year 2017: Run 250
",812
Shoaib Akhtar,"year 1998: Run 44
year 1999: Run 12
year 2000: Run 25
year 2001: Run 5
year 2002: Run 12
year 2003: Run 151
year 2004: Run 47
year 2005: Run 36
year 2006: Run 12
year 2007: Run 1
year 2009: Run 28
year 2010: Run 18
year 2011: Run 3
",361
Shoaib Malik,"year 1999: Run 15
year 2000: Run 36
year 2001: Run 94
year 2002: Run 369
year 2003: Run 620
year 2004: Run 895
year 2005: Run 610
year 2006: Run 638
year 2007: Run 707
year 2008: Run 681
year 2009: Run 410
year 2010: Run 113
year 2011: Run 35
year 2012: Run 64
year 2013: Run 203
year 2015: Run 607
year 2016: Run 313
year 2017: Run 516
year 2018: Run 358
year 2019: Run 242
",7526
Shoaib Mohammad,"year 1984: Run 67
year 1985: Run 147
year 1986: Run 105
year 1987: Run 129
year 1988: Run 30
year 1989: Run 647
year 1990: Run 43
year 1992: Run 9
year 1993: Run 92
",1269
Sikander Bakht,"year 1977: Run 0
year 1978: Run 16
year 1979: Run 3
year 1980: Run -
year 1981: Run 3
year 1982: Run 3
year 1989: Run 6
",31
Sohaib Maqsood,"year 2013: Run 363
year 2014: Run 209
year 2015: Run 153
year 2016: Run 10
",735
Sohail Fazal,"year 1989: Run 32
",56
Sohail Khan,"year 2008: Run -
year 2009: Run 4
year 2011: Run -
year 2015: Run 21
year 2016: Run -
",25
Sohail Tanvir,"year 2007: Run 53
year 2008: Run 108
year 2009: Run 21
year 2011: Run 86
year 2012: Run 15
year 2013: Run 64
year 2014: Run 52
",399
Tahir Naqqash,"year 1980: Run -
year 1981: Run 22
year 1982: Run 45
year 1983: Run 1
year 1984: Run 13
year 1985: Run 129
",210
Tanvir Ahmed,"year 2011: Run 18
",18
Tanvir Mehdi,"year 1992: Run 0
",0
Taslim Arif,"year 1980: Run 24
",28
Taufeeq Umar,"year 2001: Run 28
year 2002: Run 152
year 2003: Run 246
year 2004: Run 18
year 2005: Run 3
year 2011: Run 57
",504
Tauseef Ahmed,"year 1982: Run -
year 1984: Run 42
year 1985: Run 3
year 1986: Run 6
year 1987: Run 4
year 1988: Run 10
year 1989: Run 39
year 1990: Run 12
",116
Umar Akmal,"year 2009: Run 311
year 2010: Run 473
year 2011: Run 785
year 2012: Run 407
year 2013: Run 394
year 2014: Run 362
year 2015: Run 181
year 2017: Run 131
year 2019: Run 150
",3194
Umar Amin,"year 2010: Run 34
year 2013: Run 216
year 2014: Run 19
year 2018: Run 2
",271
Umar Gul,"year 2003: Run 2
year 2006: Run 32
year 2007: Run 23
year 2008: Run 29
year 2009: Run 108
year 2010: Run 50
year 2011: Run 47
year 2012: Run 93
year 2013: Run 38
year 2014: Run 29
year 2015: Run 0
year 2016: Run 6
",457
Usman Salahuddin,"year 2011: Run 8
",13
Usman Shinwari,"year 2017: Run -
year 2018: Run 0
year 2019: Run 6
",6
Wahab Riaz,"year 2008: Run 4
year 2010: Run 48
year 2011: Run 28
year 2012: Run 8
year 2013: Run 203
year 2014: Run 35
year 2015: Run 204
year 2016: Run 36
year 2017: Run 23
",589
Wajahatullah Wasti,"year 1999: Run 331
year 2000: Run 18
",349
Waqar Younis,"year 1989: Run 9
year 1990: Run 31
year 1991: Run 38
year 1992: Run 47
year 1993: Run 126
year 1994: Run 41
year 1995: Run 43
year 1996: Run 92
year 1997: Run 44
year 1998: Run 67
year 1999: Run 11
year 2000: Run 190
year 2001: Run 116
year 2002: Run 97
year 2003: Run 17
",969
Wasim Akram,"year 1984: Run -
year 1985: Run 11
year 1986: Run 68
year 1987: Run 200
year 1988: Run 70
year 1989: Run 145
year 1990: Run 282
year 1991: Run 66
year 1992: Run 274
year 1993: Run 287
year 1994: Run 150
year 1995: Run 193
year 1996: Run 338
year 1997: Run 146
year 1998: Run 278
year 1999: Run 360
year 2000: Run 388
year 2001: Run 103
year 2002: Run 287
year 2003: Run 71
",3717
Wasim Bari,"year 1973: Run 21
year 1974: Run -
year 1975: Run 3
year 1976: Run 2
year 1977: Run 2
year 1978: Run 31
year 1979: Run 26
year 1980: Run -
year 1981: Run 4
year 1982: Run 18
year 1983: Run 81
year 1984: Run 33
",221
Wasim Haider,"year 1992: Run 13
",26
Wasim Raja,"year 1973: Run 4
year 1974: Run -
year 1975: Run 91
year 1976: Run 8
year 1977: Run 79
year 1978: Run 44
year 1979: Run 39
year 1980: Run 46
year 1981: Run 47
year 1982: Run 196
year 1983: Run 41
year 1984: Run 109
year 1985: Run 78
",782
Yasir Arafat,"year 2000: Run 6
year 2001: Run 4
year 2005: Run -
year 2006: Run 38
year 2008: Run 0
year 2009: Run 26
",74
Yasir Hameed,"year 2003: Run 898
year 2004: Run 773
year 2005: Run 134
year 2006: Run 112
year 2007: Run 111
",2028
Yasir Shah,"year 2011: Run -
year 2015: Run 76
year 2016: Run 26
year 2018: Run -
year 2019: Run 25
",127
Younis Ahmed,"year 1987: Run 58
",84
Younis Khan,"year 2000: Run 380
year 2001: Run 270
year 2002: Run 1173
year 2003: Run 685
year 2004: Run 400
year 2005: Run 273
year 2006: Run 615
year 2007: Run 617
year 2008: Run 865
year 2009: Run 420
year 2010: Run 215
year 2011: Run 744
year 2012: Run 225
year 2013: Run 132
year 2014: Run 163
year 2015: Run 72
",7249
Zafar Gohar,"year 2015: Run 15
",15
Zafar Iqbal,"year 1995: Run 18
",48
Zaheer Abbas,"year 1974: Run 88
year 1975: Run 136
year 1976: Run 23
year 1977: Run 10
year 1978: Run 91
year 1979: Run 148
year 1980: Run 137
year 1981: Run 229
year 1982: Run 677
year 1983: Run 494
year 1984: Run 341
year 1985: Run 198
",2572
Zahid Ahmed,"year 1987: Run 3*
",3
Zahid Fazal,"year 1990: Run 44
year 1991: Run 207
year 1992: Run 22
year 1993: Run 60
year 1994: Run 15
",348
Zahoor Elahi,"year 1996: Run 86
year 1997: Run 32
",297
Zakir Khan,"year 1984: Run 8
year 1985: Run -
year 1986: Run 6
year 1988: Run 11
year 1990: Run 2
",27
Zulfiqar Babar,"year 2014: Run 14*
year 2015: Run 1*
",35
Zulqarnain,"year 1985: Run 4
year 1986: Run 12
year 1987: Run 0
year 1989: Run 2
",18
Zulqarnain Haider,"year 2010: Run 19*
",48
KJ Abbott,"year 2013: Run 5
year 2014: Run 29
year 2015: Run 26
year 2016: Run 16
",76
S Abrahams,"year 2000: Run 16*
",16
PR Adams,"year 1996: Run 10
year 1997: Run 0
year 1998: Run 15
year 1999: Run -
year 2000: Run 2
year 2001: Run 6
year 2002: Run -
year 2003: Run 33
",66
HM Amla,"year 2008: Run 368
year 2009: Run 480
year 2010: Run 1058
year 2011: Run 632
year 2012: Run 678
year 2013: Run 838
year 2014: Run 892
year 2015: Run 1062
year 2016: Run 511
year 2017: Run 862
year 2018: Run 315
year 2019: Run 214
",7910
AM Bacher,"year 1997: Run 123
year 1998: Run 45
year 2005: Run 102
",270
T Bavuma,"year 2016: Run 113
year 2017: Run 48
",161
F Behardien,"year 2013: Run 172
year 2014: Run 117
year 2015: Run 400
year 2016: Run 259
year 2017: Run 125
year 2018: Run 1
",1074
DM Benkenstein,"year 1998: Run 58
year 1999: Run 183
year 2000: Run 55
year 2002: Run 9
",305
GH Bodi,"year 2007: Run 51
",83
N Boje,"year 1995: Run -
year 1996: Run 27
year 1998: Run 28
year 1999: Run 19
year 2000: Run 588
year 2001: Run 145
year 2002: Run 336
year 2003: Run 54
year 2004: Run 142
year 2005: Run 75
",1410
T Bosch,"year 1992: Run -
",-
LE Bosman,"year 2006: Run 198
year 2007: Run 6
year 2010: Run 97
",299
J Botha,"year 2005: Run 18
year 2006: Run 80
year 2007: Run 61
year 2008: Run 78
year 2009: Run 60
year 2010: Run 138
year 2011: Run 169
year 2012: Run 5
",578
MV Boucher,"year 1998: Run 68
year 1999: Run 248
year 2000: Run 591
year 2001: Run 170
year 2002: Run 614
year 2003: Run 372
year 2004: Run 262
year 2005: Run 470
year 2006: Run 713
year 2007: Run 631
year 2008: Run 190
year 2009: Run 310
year 2010: Run 25
year 2011: Run 22
",4523
RE Bryson,"year 1997: Run 17*
",32
DJ Callaghan,"year 1992: Run 114
year 1993: Run 41
year 1994: Run 272
year 1995: Run 51
year 2000: Run 15
",493
SJ Cook,"year 1991: Run 52
year 1993: Run 15
",67
WJ Cronje,"year 1992: Run 330
year 1993: Run 395
year 1994: Run 1133
year 1995: Run 157
year 1996: Run 933
year 1997: Run 771
year 1998: Run 691
year 1999: Run 587
year 2000: Run 568
",5565
DN Crookes,"year 1994: Run 30
year 1996: Run 121
year 1997: Run 39
year 1998: Run 53
year 1999: Run 33
year 2000: Run 20
",296
DJ Cullinan,"year 1993: Run 238
year 1994: Run 475
year 1995: Run 147
year 1996: Run 1034
year 1997: Run 810
year 1998: Run 408
year 1999: Run 517
year 2000: Run 231
",3860
CJ Dala,"year 2018: Run 5
",8
H Davids,"year 2013: Run 7
",8
AC Dawson,"year 1998: Run -
year 1999: Run 6
year 2001: Run -
year 2002: Run 4
year 2003: Run 30
year 2004: Run 29
",69
Q de Kock,"year 2013: Run 741
year 2014: Run 741
year 2015: Run 511
year 2016: Run 857
year 2017: Run 956
year 2018: Run 327
year 2019: Run 469
",4602
M de Lange,"year 2012: Run -
year 2014: Run -
year 2015: Run -
year 2016: Run -
",-
AB de Villiers,"year 2005: Run 221
year 2006: Run 466
year 2007: Run 1209
year 2008: Run 434
year 2009: Run 762
year 2010: Run 964
year 2011: Run 467
year 2012: Run 645
year 2013: Run 1163
year 2014: Run 879
year 2015: Run 1193
year 2016: Run 339
year 2017: Run 773
year 2018: Run 62
",9427
PS de Villiers,"year 1992: Run -
year 1993: Run 20
year 1994: Run 68
year 1995: Run 20
year 1996: Run 55
year 1997: Run 7
",170
HH Dippenaar,"year 1999: Run 43
year 2000: Run 193
year 2001: Run 476
year 2002: Run 875
year 2003: Run 479
year 2004: Run 256
year 2005: Run 371
year 2006: Run 651
year 2007: Run 77
",3300
AA Donald,"year 1991: Run -
year 1992: Run 8
year 1993: Run 12
year 1994: Run 9
year 1995: Run 5
year 1996: Run 0
year 1997: Run 21
year 1998: Run 19
year 1999: Run 10
year 2000: Run 1
year 2001: Run 4
year 2002: Run 6
year 2003: Run 0
",95
JP Duminy,"year 2004: Run 29
year 2006: Run 115
year 2007: Run 198
year 2008: Run 476
year 2009: Run 475
year 2010: Run 433
year 2011: Run 563
year 2012: Run 312
year 2013: Run 659
year 2014: Run 311
year 2015: Run 366
year 2016: Run 444
year 2017: Run 287
year 2018: Run 348
year 2019: Run 31
",5047
F du Plessis,"year 2011: Run 288
year 2012: Run 275
year 2013: Run 539
year 2014: Run 790
year 2015: Run 884
year 2016: Run 578
year 2017: Run 905
year 2018: Run 434
year 2019: Run 427
",5120
CE Eksteen,"year 1991: Run 6
year 1994: Run 0
",6
D Elgar,"year 2012: Run 93
year 2015: Run 5
year 2018: Run 6
",104
S Elworthy,"year 1998: Run 14
year 1999: Run 37
year 2000: Run 20
year 2002: Run 29
",100
HH Gibbs,"year 1996: Run 83
year 1997: Run 149
year 1998: Run 60
year 1999: Run 805
year 2000: Run 576
year 2001: Run 846
year 2002: Run 1310
year 2003: Run 693
year 2004: Run 398
year 2005: Run 726
year 2006: Run 696
year 2007: Run 880
year 2008: Run 413
year 2009: Run 425
year 2010: Run 34
",8094
